ticker,Industry,Market Capitalization,candle_score_rolled,candle_score
VAKRANGEE,COMPUTERS,1094.04,"[0.375, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
VALIANTORG,CHEMICALS,990.55,"[-1.5, -1.4249999999999998, -0.75, -1.875, -2.925, -1.7999999999999998]",-1.7999999999999998
VARROC,AUTO ANCILLARIES,6431.54,"[-0.75, -0.44999999999999996, -0.5, -0.25, -0.25, 0.0]",0.0
VASCONEQ,CONSTRUCTION,885.43,"[1.0499999999999998, 0.75, 0.375, 0.375, 0.0, 0.0]",0.0
VBL,FOOD,185799.72,"[-4.475, -2.9, -1.75, -2.75, -1.5499999999999998, -0.75]",-0.75
VEDL,MINING / MINERALS / METALS,153091.67,"[1.475, 0.5, 0.375, 0.125, -0.5, -0.35]",-0.35
VEEDOL,CHEMICALS,2547.29,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
VEEFIN,COMPUTERS,740.79,"[-1.125, 0.4500000000000002, 0.2999999999999998, 1.875, 1.0499999999999998, 1.125]",1.125
VENKEYS,MISCELLANEOUS,2392.67,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
VENTIVE,HOTELS,17531.98,"[-0.8, -2.05, -1.5499999999999998, -1.875, -1.45, 0.125]",0.125
VENUSPIPES,STEEL,2627.37,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
VERANDA,MISCELLANEOUS,1590.61,"[-2.175, -1.7999999999999998, -1.125, -0.75, -0.375, 1.5]",1.5
VERITAS,TRADING,1037.15,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
VERTOZ-BE,COMPUTERS,734.69,"[2.625, 1.7999999999999998, 1.125, 0.375, 0.375, 0.0]",0.0
VESUVIUS,REFRACTORIES / INTERMEDIATES,9286.54,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",1.0
VGUARD,ELECTRIC EQUIPMENT,15783.95,"[-1.475, 0.9500000000000002, 0.6749999999999998, 1.1, 2.1, 3.3]",3.3
VHL,FINANCE & INVESTMENTS,1153.19,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
VHLTD-BE,HOTELS,790.68,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
VIDHIING,DYES AND PIGMENTS,2082.7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
VIJAYA,HEALTHCARE,10293.95,"[-1.325, -3.675, -2.75, -3.875, -2.4, -1.625]",-1.625
VIKASLIFE,TRADING,522.0,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
VIKRAMTH,CHEMICALS,524.18,"[1.4249999999999998, 1.125, 0.375, 0.375, 0.0, 0.0]",0.0
VIMTALABS,MISCELLANEOUS,2166.48,"[1.7999999999999998, -0.375, -0.2999999999999998, -0.375, -0.375, -0.375]",-0.375
VINATIORGA,CHEMICALS,16403.04,"[0.5, 0.25, -1.5, -3.55, -2.5, -1.625]",-1.625
VINCOFE,TRADING,1180.89,"[0.0, 0.0, 0.0, 0.0, -1.5, -1.0499999999999998]",-1.0499999999999998
VINDHYATEL,CONSTRUCTION,1512.96,"[-1.125, -0.6749999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
VINYLINDIA,TRADING,523.65,"[1.0499999999999998, 0.75, 0.375, 0.375, 0.0, 1.5]",1.5
VIPIND,MOULDED LUGGAGE,3908.38,"[1.0499999999999998, 0.75, 0.375, 0.375, 0.0, 1.5]",1.5
VISAKAIND,CEMENT PRODUCTS,533.29,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
VISHAL,TEXTILES,551.93,"[-1.5, 0.4500000000000002, 0.2999999999999998, 0.375, 0.0, 0.375]",0.375
VISHNU,CHEMICALS,2879.08,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
VKAL,MISCELLANEOUS,677.87,"[-0.75, -1.875, -1.4249999999999998, -0.75, -0.375, -0.375]",-0.375
VLSFINANCE,FINANCE & INVESTMENTS,797.4,"[-0.07500000000000018, -0.2999999999999998, -0.375, -1.5, -2.925, -1.7999999999999998]",-1.7999999999999998
VMART,TRADING,6413.69,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.7]",0.7
VMM,TRADING,48824.65,"[-2.5, -3.25, -2.3, 2.625, 1.7999999999999998, 1.625]",1.625
VOEPL,DOMESTIC APPLIANCES,1276.68,"[1.0499999999999998, 0.75, 0.375, 0.375, 0.0, 0.0]",0.0
VOITHPAPR,TEXTILES,673.87,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
VOLTAMP,ELECTRIC EQUIPMENT,7480.219999999999,"[-0.5, -0.44999999999999996, -0.5, -1.25, 0.050000000000000044, 1.2]",1.2
VOLTAS,AIR-CONDITIONERS,42422.74,"[-2.375, -1.1749999999999998, -1.5, -1.875, -2.925, -1.7999999999999998]",-1.7999999999999998
VPRPL,CONSTRUCTION,2120.85,"[1.4249999999999998, 0.75, 0.375, 0.375, 0.0, 0.0]",0.0
VRAJ,STEEL,531.36,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
VRLLOG,MISCELLANEOUS,4183.61,"[0.0, 0.0, 0.0, -1.5, -1.0499999999999998, -0.75]",-0.75
VSSL,STEEL,1740.52,"[1.7999999999999998, 1.125, 0.75, 0.375, 0.0, 0.0]",0.0
VSTIND,CIGARETTES,4867.43,"[-0.5, -0.44999999999999996, -0.5, -0.25, -0.25, 0.0]",0.0
VSTTILLERS,AUTOMOBILES,3232.42,"[-1.5, -1.0499999999999998, -2.25, -1.4249999999999998, -1.125, -0.375]",-0.375
VTL,TEXTILES,13597.0,"[-3.125, -1.875, -1.375, -1.625, -1.325, -0.5]",-0.5
VTMLTD,TEXTILES,801.13,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
WAAREEENER,ELECTRIC EQUIPMENT,63156.33999999999,"[-1.075, -0.7999999999999998, -2.125, -2.675, -1.825, 0.625]",0.625
WAAREERTL,ENGINEERING,9867.47,"[-1.0, -0.7, -0.5, -1.25, -0.95, -0.5]",-0.5
WABAG,ENGINEERING,8948.57,"[-1.0, -0.7, -0.5, -1.25, -0.95, -0.5]",-0.5
WALCHANNAG,ENGINEERING,1194.03,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
WANBURY,PHARMACEUTICALS,821.7299999999999,"[-0.75, -0.6749999999999998, -0.375, -1.875, -1.4249999999999998, -0.75]",-0.75
WARDINMOBI,AUTOMOBILES,538.33,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
WCIL,MISCELLANEOUS,769.47,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
WEALTH-BE,FINANCE & INVESTMENTS,1001.5599999999998,"[1.0499999999999998, 0.75, 0.375, -1.125, -1.0499999999999998, -0.75]",-0.75
WEBELSOLAR,ELECTRIC EQUIPMENT,5706.87,"[0.75, -0.5, -0.44999999999999996, -0.5, -0.25, -0.25]",-0.25
WEL,ELECTRIC EQUIPMENT,2258.03,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
WELCORP,STEEL,20695.81,"[-0.7750000000000004, 2.45, 1.3499999999999996, 1.375, 0.025000000000000022, 0.5]",0.5
WELENT,CONSTRUCTION,6997.520000000001,"[0.0, 0.0, 0.0, -1.0, -0.7, -0.5]",-0.5
WELSPLSOL,STEEL,1788.39,"[0.75, 0.375, 0.0, 0.0, 0.0, 0.0]",0.0
WELSPUNLIV,TEXTILES,12526.62,"[-2.7, -2.0, -0.5, -1.175, -0.825, -0.25]",-0.25
WENDT,ABRASIVES AND GRINDING WHEELS,2040.0,"[0.375, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
WESTLIFE,HOTELS,11073.02,"[0.5, 0.25, -1.0, -4.7, -3.3, -2.25]",-2.25
WHEELS,AUTO ANCILLARIES,1572.64,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
WHIRLPOOL,DOMESTIC APPLIANCES,13987.579999999998,"[1.9749999999999996, 3.25, 3.3, 1.5499999999999998, 0.42500000000000004, -1.25]",-1.25
WIMPLAST,PLASTICS PRODUCTS,580.36,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
WINDLAS,PHARMACEUTICALS,2283.79,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
WINDMACHIN,ENGINEERING,2384.11,"[-0.75, -0.6749999999999998, -0.375, -0.375, -0.375, 1.5]",1.5
WIPRO,COMPUTERS,255205.92,"[0.75, 0.0, 1.25, 0.35, 2.25, 1.525]",1.525
WOCKPHARMA,PHARMACEUTICALS,22358.02,"[1.0499999999999998, -0.75, -2.175, -3.425, -2.525, -1.75]",-1.75
WONDERLA,RECREATION / AMUSEMENT PARKS,4492.84,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
WORTH,FINANCE & INVESTMENTS,818.17,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
WPIL,ENGINEERING,4107.55,"[-2.25, -1.4249999999999998, -1.125, -0.375, -0.375, 0.0]",0.0
WSTCSTPAPR,PAPER,2916.43,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
XCHANGING,COMPUTERS,981.6900000000002,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
XPROINDIA,PACKAGING,2563.45,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
YASHHV,ELECTRIC EQUIPMENT,523.78,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
YASHO,CHEMICALS,2074.61,"[-1.0499999999999998, -0.75, -0.375, -0.375, 0.0, 0.0]",0.0
YATHARTH,HEALTHCARE,4624.97,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
YATRA,TRAVEL AGENCIES,1261.92,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
YESBANK,BANKS,54681.56999999999,"[-4.375, -3.175, -3.875, -2.05, -2.25, -0.725]",-0.725
YSL,TRADING,1078.91,"[-1.125, -2.175, -1.7999999999999998, -1.125, -2.25, -1.4249999999999998]",-1.4249999999999998
YUKEN,ENGINEERING,1048.86,"[0.75, 0.375, 0.0, 0.0, 0.0, 0.0]",0.0
ZAGGLE,COMPUTERS,4465.66,"[-1.5, -1.0499999999999998, -0.75, -1.875, -1.4249999999999998, -0.75]",-0.75
ZEEL,ENTERTAINMENT / ELECTRONIC MEDIA SOFTWARE,10207.44,"[-2.825, -2.25, -3.5, -2.275, -1.625, -0.5]",-0.5
ZEEMEDIA,ENTERTAINMENT / ELECTRONIC MEDIA SOFTWARE,837.5,"[0.75, 0.375, 0.375, -1.5, -1.0499999999999998, -0.75]",-0.75
ZENSARTECH,COMPUTERS,14750.709999999997,"[1.75, 1.625, 1.2, 0.5, 0.25, 0.25]",0.25
ZENTEC,MISCELLANEOUS,13572.459999999997,"[-1.875, 0.375, 1.575, 0.04999999999999982, -0.04999999999999982, -1.125]",-1.125
ZFCVINDIA,AUTO ANCILLARIES,24761.76,"[-3.375, -2.0, -2.5, -1.325, -1.125, -0.75]",-0.75
ZFSTEERING,AUTO ANCILLARIES,929.55,"[-0.75, -0.6749999999999998, 0.75, 0.6749999999999998, 0.375, 0.375]",0.375
ZODIAC,ENGINEERING,630.18,"[-1.125, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
ZOTA,PHARMACEUTICALS,2309.58,"[-1.5, -1.0499999999999998, 0.75, 0.6749999999999998, 0.375, 0.375]",0.375
ZSARACOM,FINANCE & INVESTMENTS,1301.92,"[2.175, 1.125, 0.75, 0.375, 0.0, 0.0]",0.0
ZUARI,FERTILIZERS,901.2700000000001,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 1.5]",1.5
ZUARIIND,SUGAR,776.26,"[0.375, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
ZYDUSLIFE,PHARMACEUTICALS,88276.91,"[2.225, 2.875, 2.425, 2.225, 1.325, 1.0]",1.0
ZYDUSWELL,FOOD,11099.67,"[-0.40000000000000036, 0.4500000000000002, 1.125, 1.4249999999999998, -1.125, -0.6749999999999998]",-0.6749999999999998
