S.No.,Name,CMP Rs.,All time high Rs.,No. Eq. Shares Cr.,Sales Qtr Rs.Cr.,NP Qtr Rs.Cr.,Qtr Profit Var %,Qtr Sales Var %,Exp Qtr Sales Var %,Sales Rs.Cr.,EBIT 12M Rs.Cr.,PAT 12M Rs.Cr.,Sales growth %,Profit growth %,ROE %,ROCE %,ROA 12M %,Sales Var 3Yrs %,Profit Var 3Yrs %,ROE 3Yr %,ROCE3yr avg %,ROA 3Yr %,EPS 12M Rs.,P/E,CMP / BV,CMP / Sales,PEG,Curr price to Graham,Cur price to Int val,Div Yld %,Dividend Payout %,CF Opr 3Yrs Rs.Cr.,CF Operations Rs.Cr.,CF Investing Rs.Cr.,CF Financing Rs.Cr.,Net CF Rs.Cr.,Free Cash Flow Rs.Cr.,Free Cash Flow 3Yrs Rs.Cr.,Int Coverage,Debt / Eq,Asset Turnover,Inven TO,EV / EBITDA,Unpledged Prom Hold %,Chg in Prom Hold 3Yr %,Change in Prom Hold %,Chg in FII Hold %,Chg in DII Hold %,Piotski Scr,Altman Z Scr,G Factor,Ind PE,Mar Cap Rs.Cr.,Vol 1d,BSE Code,NSE Code,Industry,Drop_from_AT_high,Strat_AT_HIGH
338.0,Swan Energy,418.45,809.8,31.35,1908.19,561.95,388.19,19.89,25.43,5480.03,1740.57,778.76,20.38,178.86,7.01,8.25,5.21,150.16,85.4,1.48,3.51,0.56,25.51,16.84,2.04,2.39,0.19,1.22,0.65,0.02,1.04,-180.1,25.87,-511.61,1603.65,1117.91,-421.19,-4050.6,8.06,0.36,0.45,16.27,7.61,49.5,-10.13,0.0,-0.57,0.06,7.0,3.36,5.0,22.55,13116.59,2990942,503310.0,SWANENERGY,Diversified - Medium / Small,-0.48,Big_drop_AT_HIGH_MARCAP2K
339.0,UTI AMC,1024.35,1407.95,12.8,316.88,124.02,-18.04,-3.24,10.49,1449.21,885.76,653.52,8.37,8.69,17.5,23.71,16.02,11.0,16.08,15.98,21.05,14.62,51.07,20.08,3.47,9.05,1.24,1.76,1.22,2.35,94.0,1104.57,498.96,48.38,-551.31,-3.97,452.19,937.6,71.32,0.0,0.36,,14.0,0.0,0.0,0.0,0.0,0.44,6.0,7.31,6.0,20.17,13110.7,216316,543238.0,UTIAMC,Finance & Investments,-0.27,Other
340.0,GE Shipping Co,915.9,1543.7,14.28,1236.87,593.66,-33.74,-0.66,7.8,5596.83,2723.23,2378.06,7.35,5.16,21.01,18.51,14.88,16.35,41.83,19.14,15.61,11.98,202.16,5.52,0.96,2.34,0.03,0.44,0.6,3.15,23.92,7105.19,2808.05,-868.38,-1330.15,609.52,2372.78,6059.22,11.15,0.21,0.33,1.92,3.03,30.07,0.01,0.0,0.4,-0.31,7.0,3.61,5.0,11.62,13076.09,178784,500620.0,GESHIP,Shipping,-0.41,Other
341.0,Kajaria Ceramics,814.7,1578.7,15.93,1163.71,78.98,-25.39,1.04,3.44,4697.49,522.73,354.27,3.41,-17.78,16.85,21.15,12.42,18.08,10.04,17.11,21.54,12.5,22.24,36.65,4.82,2.76,2.98,2.8,2.91,1.49,45.29,1322.67,601.65,-297.6,-216.26,87.79,323.18,572.64,21.15,0.1,1.33,4.91,18.6,47.48,-0.02,0.0,-0.25,-0.23,7.0,8.72,3.0,33.2,12975.95,564660,500233.0,KAJARIACER,Ceramics - Tiles / Sanitaryware,-0.48,Big_drop_AT_HIGH_MARCAP2K
342.0,Mah. Scooters,11349.0,12847.45,1.14,6.65,51.63,3920.0,28.38,-15.77,183.33,171.68,171.6,-17.61,-13.9,0.59,0.59,0.54,-1.88,6.34,0.78,0.8,0.73,187.56,75.58,0.44,70.75,-79.56,1.06,1.78,1.49,90.65,573.55,158.76,35.79,-193.28,1.27,224.38,637.53,,0.0,0.01,1.73,74.65,51.0,0.0,0.0,0.01,-0.75,6.0,1.87,3.0,20.17,12970.29,6768,500266.0,MAHSCOOTER,Finance & Investments,-0.12,Other
343.0,Elecon Engg.Co,576.05,739.1,22.44,797.57,146.48,41.32,41.26,17.71,2226.96,550.01,415.1,14.94,17.66,23.04,28.54,17.11,22.48,42.23,22.84,28.25,16.43,18.5,31.14,6.42,5.8,0.87,2.99,1.72,0.26,10.81,1106.23,432.3,-315.77,-67.37,49.16,368.28,970.49,42.18,0.09,0.92,4.35,20.87,59.27,0.01,0.0,-1.08,0.72,5.0,10.61,5.0,34.21,12926.53,2499836,505700.0,ELECON,Engineering,-0.22,Other
344.0,Blue Jet Health,742.8,968.75,17.35,318.38,98.98,153.53,90.92,31.72,873.49,313.13,234.76,17.26,29.18,22.43,29.97,17.82,12.56,7.36,28.41,39.25,22.26,13.53,54.88,13.96,14.75,,5.83,4.17,0.14,10.59,529.24,241.26,-263.76,-1.99,-24.48,67.63,275.29,3131.3,0.0,0.74,2.46,38.36,86.0,,0.0,1.18,-0.69,6.0,20.73,4.0,29.05,12885.04,363220,544009.0,BLUEJET,Pharmaceuticals - Indian - Bulk Drugs & Formln,-0.23,Other
345.0,Godrej Agrovet,664.7,877.85,19.23,2133.64,66.1,15.7,-0.03,-1.68,9382.77,687.15,403.37,-1.86,11.54,16.47,16.49,7.21,4.15,-1.11,14.01,13.27,6.04,22.35,31.71,5.4,1.36,5.7,2.66,3.34,1.5,49.22,2521.36,969.34,-81.53,-900.84,-13.03,757.71,1653.55,5.15,0.59,1.68,5.26,15.48,67.56,-4.08,0.0,0.45,-0.8,5.0,6.61,3.0,31.51,12779.95,3344340,540743.0,GODREJAGRO,Food - Processing - Indian,-0.24,Other
346.0,Data Pattern,2262.15,3655.0,5.6,117.04,44.66,-12.38,-16.11,-3.93,494.43,249.54,178.83,-5.39,7.76,14.26,19.71,11.36,32.4,47.31,15.77,24.26,13.69,31.94,70.82,9.44,25.61,0.81,5.43,1.86,0.28,20.03,174.33,139.38,-223.89,-42.53,-127.04,52.18,9.44,20.81,0.0,0.33,0.74,46.82,42.41,-3.21,0.0,-1.3,-1.48,5.0,14.54,2.0,62.04,12664.45,1434689,543428.0,DATAPATTNS,Electronics - Components,-0.38,Other
347.0,KSB,724.1,1060.0,17.4,595.4,51.6,15.7,9.41,12.49,2584.3,342.6,254.5,12.27,19.82,17.72,23.82,11.19,19.16,18.18,17.26,23.42,10.83,14.62,49.52,8.48,4.88,2.26,4.32,2.18,0.56,28.13,366.89,187.15,-145.97,-64.81,-23.63,87.67,69.61,131.77,0.0,1.15,2.25,30.87,69.8,3.11,0.0,-0.47,0.45,7.0,11.52,3.0,36.31,12602.16,83351,500249.0,KSB,Pumps,-0.32,Other
348.0,Techno Elec.Engg,1078.55,1824.95,11.63,636.08,95.99,4.47,94.79,47.55,1892.49,396.88,321.01,37.56,61.63,13.12,16.53,9.61,19.35,22.47,12.71,14.07,9.28,32.67,39.09,3.58,6.63,5.77,2.29,2.95,0.66,28.06,154.39,-198.24,268.75,-84.51,-13.99,-378.66,-124.86,35.44,0.0,0.54,18.31,30.49,56.92,-3.26,0.0,-0.59,0.47,7.0,7.07,1.0,30.06,12543.48,116914,542141.0,TECHNOE,Engineering - Turnkey Services,-0.41,Other
349.0,Godawari Power,186.1,253.6,66.9,1297.6,145.04,-36.82,-0.86,4.24,5437.46,1170.5,808.44,3.73,-8.46,21.89,29.19,17.18,11.3,12.95,29.73,36.88,22.17,11.97,15.4,2.75,2.29,0.52,1.38,1.05,0.55,6.67,3337.19,1044.44,-753.52,-678.74,-387.82,625.91,1863.2,18.25,0.01,1.02,3.76,8.86,63.51,-3.99,0.0,-0.53,0.53,8.0,6.94,4.0,17.75,12449.64,1778700,532734.0,GPIL,Steel - Large,-0.27,Other
350.0,Fine Organic,4047.05,7328.75,3.07,521.51,89.01,27.78,22.49,5.52,2146.83,546.12,405.85,0.87,1.13,21.74,29.04,19.27,20.28,47.36,31.97,42.72,27.19,132.23,30.57,6.07,5.78,1.31,2.87,1.72,0.24,8.34,1113.42,605.79,-429.02,-58.42,118.35,541.75,908.35,321.25,0.0,1.02,4.9,19.16,75.0,0.0,0.0,-0.56,0.52,6.0,12.58,5.0,30.33,12408.23,13581,541557.0,FINEORG,Chemicals,-0.45,Other
351.0,Nuvoco Vistas,346.0,577.9,35.72,3042.25,165.54,64.96,3.71,-3.15,10356.67,522.92,21.84,-3.51,-84.74,0.24,3.95,0.12,3.59,-11.69,2.18,3.77,1.01,0.61,565.85,1.38,1.19,-14.89,5.88,7.11,0.0,0.0,4632.46,1328.52,-337.12,-912.57,78.83,978.4,3251.02,1.05,0.45,0.56,4.72,11.68,72.02,0.6,0.0,0.18,0.11,5.0,2.36,3.0,46.38,12357.67,3258943,543334.0,NUVOCO,Cement - North India,-0.4,Other
352.0,Zen Technologies,1367.85,2627.95,9.03,152.21,42.67,33.07,52.94,129.13,790.06,308.66,212.51,100.34,91.83,33.01,45.97,20.88,100.42,257.19,18.35,23.65,11.11,24.64,58.13,7.96,15.63,1.02,4.42,1.34,0.07,6.57,85.52,13.42,-85.24,-3.3,-75.12,-16.72,37.93,42.75,0.04,0.72,1.09,35.09,49.05,-11.14,0.0,-2.34,0.5,6.0,13.56,4.0,50.09,12350.33,316988,533339.0,ZENTEC,Miscellaneous,-0.48,Big_drop_AT_HIGH_MARCAP2K
353.0,Cello World,558.5,1025.0,22.09,556.85,92.5,1.8,5.65,,2060.04,484.42,339.4,11.33,23.46,44.21,36.28,20.1,23.99,29.58,,45.86,19.21,15.68,36.36,6.15,5.99,,3.13,0.93,0.28,9.62,645.8,231.18,-255.63,26.01,1.56,-21.63,238.13,253.62,0.02,1.14,2.0,22.54,75.0,,0.0,-0.96,0.26,6.0,11.23,3.0,27.81,12336.45,106758,544012.0,CELLO,Trading,-0.46,Big_drop_AT_HIGH_MARCAP2K
354.0,Welspun Living,126.5,213.1,97.18,2489.61,122.87,-31.65,3.27,13.47,10474.43,1156.6,637.89,13.14,-3.42,15.62,16.1,7.46,9.66,7.69,12.09,12.14,5.49,6.72,19.28,2.75,1.17,1.47,1.5,1.54,0.08,1.43,1875.49,532.84,-209.57,-268.56,54.71,273.61,865.51,5.45,0.69,1.07,2.61,9.93,66.24,-4.12,0.0,-0.55,0.62,8.0,4.33,3.0,20.97,12293.36,969388,514162.0,WELSPUNLIV,Textiles - Products,-0.41,Other
355.0,Tejas Networks,692.8,1495.1,17.63,1906.94,-71.8,-148.92,43.72,439.6,8923.21,950.06,446.53,261.13,609.0,12.77,15.46,4.78,153.06,108.92,5.25,6.01,1.52,25.32,27.41,3.15,1.37,0.89,1.97,0.93,0.0,10.05,-2908.11,-491.49,-654.99,1286.03,139.55,-1142.7,-4216.88,3.77,0.89,0.96,2.14,11.73,53.83,16.66,-0.18,-0.96,0.2,4.0,4.15,2.0,19.24,12215.56,2606755,540595.0,TEJASNET,Telecommunications - Equipment,-0.54,Big_drop_AT_HIGH_MARCAP2K
356.0,eClerx Services,2490.05,3877.0,4.9,853.82,137.2,-2.06,13.43,13.42,3234.11,728.94,518.07,13.39,0.68,25.41,31.76,19.4,23.2,23.62,27.1,34.04,20.69,105.96,23.56,5.95,3.77,1.37,2.5,1.55,0.04,0.94,1462.42,525.89,-483.44,-106.51,-64.05,461.64,1247.59,24.54,0.14,1.13,29.58,13.88,53.81,0.43,0.0,-0.15,0.93,6.0,11.0,5.0,30.98,12207.58,41865,532927.0,ECLERX,Computers - Software - Medium / Small,-0.36,Other
357.0,Supreme Petroch.,647.0,926.6,18.8,1539.02,106.89,-18.71,-1.52,15.77,6023.38,537.84,390.52,14.66,20.37,18.38,23.94,11.99,6.18,-15.54,20.7,27.94,14.02,20.77,31.11,5.44,2.02,1.01,2.75,1.18,1.38,48.15,1202.28,341.61,-330.25,-211.91,-200.55,-36.17,306.53,43.34,0.06,1.85,8.68,19.54,64.24,0.17,0.0,0.07,0.12,7.0,9.16,3.0,19.29,12166.3,72848,500405.0,SPLPETRO,Petrochemicals,-0.3,Other
358.0,L T Foods,346.3,451.6,34.73,2274.81,145.39,-5.24,17.15,13.58,8527.92,895.96,593.58,13.42,3.63,19.32,21.09,10.5,17.91,29.36,17.53,17.46,8.82,17.09,20.21,3.23,1.41,0.56,1.72,1.24,0.58,2.93,1532.75,756.91,-201.48,-537.97,17.46,555.82,1035.97,10.49,0.33,1.37,1.57,12.07,51.0,-5.81,0.0,0.46,0.3,8.0,6.78,5.0,31.51,12025.36,572956,532783.0,LTFOODS,Food - Processing - Indian,-0.23,Other
359.0,TBO Tek,1100.65,2001.0,10.86,422.19,49.98,-8.03,29.17,27.32,1660.41,275.3,214.13,27.22,14.6,46.05,42.93,5.5,114.16,178.4,39.53,37.78,5.4,20.22,55.82,11.09,7.2,1.21,5.18,1.83,0.0,0.0,662.16,226.5,-153.69,115.29,188.11,188.21,603.02,12.51,0.2,0.38,,32.86,44.41,,0.0,-6.44,6.1,6.0,4.13,2.0,51.64,11951.74,257698,544174.0,TBOTEK,Travel Agencies,-0.45,Other
360.0,Ingersoll-Rand,3769.3,5000.0,3.16,385.32,77.66,40.99,17.04,9.94,1328.8,355.9,263.74,9.42,16.89,38.4,51.35,25.99,25.25,45.42,31.31,41.49,20.72,83.55,45.09,18.62,8.95,2.01,6.11,4.79,1.86,99.37,435.88,206.92,-34.36,-225.13,-52.57,158.16,360.23,284.72,0.01,1.42,4.07,31.12,75.0,0.0,0.0,-0.43,0.45,6.0,25.51,6.0,43.98,11898.89,11517,500210.0,INGERRAND,Compressors / Drilling Equipment,-0.25,Other
361.0,Inox Wind Energy,9865.0,14000.0,1.2,912.04,124.43,984.27,80.88,105.0,2813.11,585.67,100.59,99.33,164.37,-4.66,4.15,-1.41,34.59,17.23,-15.23,-5.61,-7.45,77.87,118.13,3.99,4.22,,4.74,3.91,0.0,0.0,-1854.93,-367.14,486.35,-129.44,-10.23,-881.87,-2925.95,3.1,0.5,0.27,0.87,17.09,69.51,0.79,0.0,-0.19,0.65,4.0,3.75,3.0,31.51,11884.92,7232,543297.0,IWEL,Power Generation And Supply,-0.3,Other
362.0,Sonata Software,423.55,870.0,28.04,2842.79,105.01,43.48,14.01,16.96,9731.66,643.21,427.49,16.76,-0.87,30.34,35.51,8.72,26.77,19.32,34.85,39.59,12.83,15.24,27.83,7.91,1.22,2.48,3.13,1.03,1.82,102.54,999.14,280.54,-53.42,-108.5,118.62,280.62,948.48,8.38,0.42,1.83,91.85,15.47,28.17,0.0,0.0,-1.53,1.55,4.0,6.96,6.0,30.98,11877.41,61057474,532221.0,SONATSOFTW,Computers - Software - Medium / Small,-0.51,Big_drop_AT_HIGH_MARCAP2K
363.0,Minda Corp,494.25,652.9,23.91,1252.56,64.8,23.45,7.44,9.79,4949.94,408.23,274.09,9.74,-1.55,12.79,15.2,6.86,25.24,34.54,15.21,14.49,7.85,11.46,43.09,5.61,2.39,5.63,3.28,4.13,0.28,14.73,841.0,286.8,115.8,-358.4,44.2,35.8,233.5,9.03,0.25,1.4,5.47,20.32,64.84,0.11,0.0,0.35,0.06,7.0,8.02,3.0,23.71,11816.49,152474,538962.0,MINDACORP,Auto Ancillaries,-0.24,Other
364.0,Avanti Feeds,867.0,1000.01,13.62,1365.77,140.81,86.57,8.98,6.92,5510.64,679.16,481.12,6.42,37.51,15.09,20.01,12.73,9.4,1.44,13.53,17.87,11.35,35.31,24.58,4.69,2.14,4.64,2.26,2.23,0.76,23.84,501.78,262.95,-223.68,-60.39,-21.12,132.28,156.88,287.78,0.01,1.84,5.22,15.09,43.23,-0.45,0.0,-8.05,-0.42,7.0,9.56,4.0,31.51,11812.5,488995,512573.0,AVANTIFEED,Food - Processing - Indian,-0.13,Other
365.0,Paradeep Phosph.,144.15,153.5,81.54,4104.92,158.75,45.75,58.18,9.28,12568.93,910.15,413.26,-3.14,367.54,3.28,6.74,1.14,30.87,-20.11,9.89,10.97,3.69,5.07,28.44,3.11,0.94,-4.15,1.99,1.34,0.34,40.78,-983.79,1436.76,-366.86,-1022.22,47.68,1025.65,-2450.54,2.57,1.16,1.14,4.68,13.45,48.08,,0.0,1.77,-1.1,5.0,4.06,3.0,18.8,11753.34,2716239,543530.0,PARADEEP,Fertilizers,-0.06,Other
366.0,IFCI,42.63,121.2,269.43,457.55,-8.74,-147.97,0.68,18.21,2067.91,1231.29,117.96,15.22,146.22,2.48,10.24,1.34,-1.53,27.11,-16.62,3.84,-3.08,0.39,97.35,1.89,5.55,5.86,3.03,5.08,0.0,0.0,-580.31,11.87,-154.93,404.39,261.33,-24.49,-695.38,2.29,0.86,0.11,0.3,8.99,72.57,7.71,0.85,0.13,-0.04,8.0,1.68,2.0,22.65,11485.81,4935997,500106.0,IFCI,Finance - Term-Lending Institutions,-0.65,Big_drop_AT_HIGH_MARCAP2K
367.0,Sanofi Consumer,4947.6,5499.0,2.3,172.6,50.0,-20.26,-22.11,,667.6,262.4,187.46,30.45,21.14,83.81,111.44,51.86,,,,111.44,,73.08,60.79,41.75,17.07,,11.21,2.49,1.11,0.0,,439.0,1.9,-115.6,325.3,429.1,,61.02,0.07,1.87,2.71,41.37,60.4,,0.0,0.1,0.13,5.0,47.45,3.0,48.93,11394.63,31055,,,Unmapped,-0.1,Other
368.0,Intellect Design,819.2,1199.0,13.89,609.63,70.8,-16.75,-3.9,-4.68,2387.77,375.36,270.1,-4.8,-20.3,14.66,20.32,10.57,18.73,7.73,16.22,21.26,11.71,19.64,42.15,4.48,4.76,2.09,2.86,2.13,0.44,14.91,1037.48,410.15,-255.21,-49.03,105.92,237.41,580.43,96.49,0.03,0.8,,21.39,29.91,-0.95,-0.04,-1.35,1.14,7.0,7.71,2.0,30.98,11374.73,250258,538835.0,INTELLECT,Computers - Software - Medium / Small,-0.32,Other
369.0,Craftsman Auto,4711.9,7121.25,2.39,1576.09,12.93,-73.96,39.51,18.34,5046.57,497.82,196.25,16.64,-38.63,20.02,19.99,7.91,41.84,46.31,18.66,19.53,7.37,83.08,57.29,4.02,2.23,2.24,3.19,1.34,0.25,7.8,1448.18,513.31,-625.37,148.23,36.17,-114.77,270.19,2.55,0.7,1.05,2.81,15.4,48.7,-11.06,0.0,-1.35,1.72,6.0,5.11,5.0,23.71,11240.49,22216,543276.0,CRAFTSMAN,Auto Ancillaries,-0.34,Other
370.0,Balrampur Chini,554.3,692.85,20.19,1192.15,70.47,-22.84,-3.11,-4.92,5345.96,627.91,411.19,-5.4,-29.78,13.77,13.46,7.53,5.15,-2.95,13.63,13.32,7.81,20.38,27.22,3.16,2.09,-5.2,1.95,2.43,0.56,11.32,1325.4,177.83,-224.78,46.97,0.01,-43.0,-135.45,7.14,0.17,0.97,1.51,14.7,42.87,0.45,0.0,-0.1,0.6,8.0,6.86,3.0,15.2,11191.46,279889,500038.0,BALRAMCHIN,Sugar,-0.2,Other
371.0,Jubilant Ingrev.,700.25,885.0,15.93,1056.77,69.38,79.93,9.35,0.24,4200.79,348.53,206.37,-0.13,0.2,6.93,9.97,4.18,82.17,43.43,13.17,18.36,8.46,12.96,54.02,3.91,2.66,,3.08,3.69,0.73,43.2,1345.18,429.98,-568.05,144.13,6.06,-136.17,73.3,6.3,0.26,0.92,2.71,23.5,50.08,0.38,0.0,0.23,-0.08,4.0,5.79,4.0,30.33,11153.67,1886043,543271.0,JUBLINGREA,Chemicals,-0.21,Other
372.0,Dr Agarwal's Hea,349.55,464.0,31.6,430.72,28.24,12.77,29.46,,1332.15,216.23,68.37,30.86,-24.75,6.94,11.2,3.42,41.4,47.86,12.29,13.73,5.07,,161.57,,8.29,,,,0.0,0.0,743.4,345.96,-913.86,552.67,-15.23,117.9,288.26,2.15,0.72,0.58,3.57,30.75,32.45,,-5.38,,,5.0,7.87,4.0,54.85,11047.13,494982,,,Unmapped,-0.25,Other
373.0,Gallantt Ispat L,457.7,494.4,24.13,1118.32,113.67,118.68,5.24,6.34,4397.97,578.96,379.82,6.15,91.95,9.63,11.96,7.4,26.16,15.04,8.25,10.87,6.33,15.74,29.1,4.26,2.51,1.14,2.33,1.37,0.23,10.71,673.84,344.32,-248.06,-101.57,-5.3,151.1,-19.68,24.02,0.16,1.39,7.79,16.3,68.93,1.7,0.0,-0.03,0.0,8.0,8.71,4.0,22.74,11043.45,63334,532726.0,GALLANTT,Steel - Medium / Small,-0.07,Other
374.0,Finolex Inds.,177.95,355.9,62.05,1001.24,94.02,-1.45,-1.81,-0.11,4205.58,662.63,477.26,-0.41,0.44,8.14,10.91,6.43,7.64,-16.55,10.69,14.77,8.68,12.9,23.12,1.64,2.63,10.8,1.0,1.07,1.4,32.64,1282.97,353.3,-82.97,-276.74,-6.41,267.28,1325.49,21.53,0.05,0.65,4.26,14.69,52.47,0.0,0.0,-0.16,-0.35,7.0,4.36,3.0,26.32,11041.44,1850857,500940.0,FINPIPE,Plastics Products,-0.5,Big_drop_AT_HIGH_MARCAP2K
375.0,Birlasoft Ltd,396.5,861.85,27.79,1362.7,116.94,-27.39,1.47,5.54,5420.9,794.78,574.74,5.42,3.4,22.48,29.76,17.36,14.07,24.41,18.34,23.95,13.89,20.81,19.19,3.38,2.03,1.05,1.69,0.98,1.63,28.76,1559.84,718.23,-624.74,-167.81,-74.31,699.08,1422.4,36.09,0.04,1.48,,12.21,40.63,0.23,-0.19,0.63,-0.1,7.0,7.81,5.0,30.98,11017.81,2591056,532400.0,BSOFT,Computers - Software - Medium / Small,-0.54,Big_drop_AT_HIGH_MARCAP2K
376.0,Zydus Wellness,1728.35,2484.0,6.36,461.9,6.4,2033.33,14.56,14.33,2578.4,347.8,320.1,14.18,12.99,5.32,5.33,4.66,7.64,3.61,6.08,5.89,5.21,51.12,34.39,2.02,4.27,3.02,1.73,2.43,0.28,11.91,574.95,246.4,-19.3,-25.7,201.4,220.0,429.42,25.02,0.03,0.39,2.55,30.19,69.62,4.8,0.0,-0.08,-0.36,5.0,4.98,3.0,31.51,10997.86,14487,531335.0,ZYDUSWELL,Food - Processing - Indian,-0.3,Other
377.0,Ramkrishna Forg.,605.05,1064.05,18.11,1073.78,99.61,17.81,7.85,11.9,4110.15,659.75,380.66,11.74,22.49,17.02,18.71,7.54,45.31,152.45,18.81,17.26,6.94,25.66,28.78,3.77,2.67,1.24,1.97,1.25,0.32,10.59,1409.4,621.06,-1117.45,625.0,128.6,34.29,168.31,4.31,0.5,0.87,2.03,13.46,40.64,-3.11,-0.03,0.44,0.59,6.0,4.95,3.0,27.38,10959.95,954516,532527.0,RKFORGE,Castings & Forgings,-0.43,Other
378.0,Rites,226.7,413.08,48.06,575.76,109.39,-16.69,-15.69,-9.88,2245.63,561.95,378.19,-10.05,-18.02,17.47,25.36,8.49,8.79,1.98,19.91,28.03,9.11,7.87,28.83,4.16,4.85,-47.26,2.32,2.08,5.05,94.98,1301.01,431.56,-314.79,-504.08,-387.31,294.89,887.33,112.62,0.0,0.42,2.32,12.29,72.2,0.0,0.0,-0.01,-0.17,5.0,4.59,3.0,26.8,10895.31,964789,541556.0,RITES,Miscellaneous,-0.45,Other
379.0,Kirloskar Oil,744.95,1450.0,14.52,1453.7,67.89,-39.07,4.49,11.59,6253.86,1088.55,473.12,11.21,20.13,17.7,14.97,5.88,21.4,31.94,13.84,12.67,5.02,34.93,22.87,3.7,1.73,1.23,1.88,1.38,0.8,19.68,-2429.77,-468.78,-108.92,800.3,222.6,-846.39,-3092.29,2.43,1.86,0.79,5.95,12.71,41.15,-18.29,-0.01,-1.85,1.55,4.0,3.56,4.0,30.02,10815.11,165645,533293.0,KIRLOSENG,Engines,-0.49,Big_drop_AT_HIGH_MARCAP2K
380.0,SBFC Finance,99.1,109.9,108.6,360.58,94.4,28.56,29.33,28.15,1305.12,877.75,345.17,28.08,45.56,11.57,11.53,4.41,35.12,74.69,10.86,10.79,3.68,3.18,31.16,3.37,8.25,0.54,2.16,1.43,0.0,0.0,-3815.21,-1415.26,175.62,1280.85,41.21,-1426.95,-3847.28,2.09,1.65,0.17,,17.44,53.33,,-1.42,1.61,1.2,5.0,3.06,5.0,20.17,10762.25,1824178,543959.0,SBFC,Finance & Investments,-0.1,Other
381.0,Jai Balaji Inds.,117.15,262.8,91.23,1486.39,120.42,-48.67,-3.42,5.49,6606.87,1089.47,755.38,5.0,27.28,87.32,62.33,28.49,32.05,141.19,,29.94,11.52,8.69,14.18,5.58,1.62,0.27,1.82,2.03,0.0,0.0,1622.37,838.72,-398.22,-416.31,24.19,458.9,1023.3,17.24,0.22,2.03,4.99,9.35,47.97,13.86,0.0,0.33,0.01,6.0,8.14,5.0,17.75,10687.48,656859,532976.0,JAIBALAJI,Steel - Large,-0.55,Big_drop_AT_HIGH_MARCAP2K
382.0,Shakti Pumps,887.25,1398.0,12.02,648.77,104.05,130.25,30.9,240.08,2460.2,563.81,387.77,160.58,614.39,24.15,31.4,13.03,13.82,23.3,16.97,21.03,8.17,32.26,27.51,11.29,4.34,1.07,3.72,1.84,0.08,5.66,110.07,54.38,-66.84,192.02,179.56,-4.26,14.56,14.38,0.17,1.26,3.65,18.26,51.61,-3.21,0.03,2.0,-0.94,6.0,12.93,5.0,36.31,10665.67,485456,531431.0,SHAKTIPUMP,Pumps,-0.37,Other
383.0,Aether Industri.,793.5,1210.8,13.26,214.66,42.92,869.89,86.61,37.93,788.52,226.99,160.9,32.38,63.65,7.49,9.92,6.54,10.15,13.97,8.42,12.06,7.96,11.47,65.4,4.72,13.34,2.04,3.81,1.68,0.0,0.0,109.16,117.67,-414.79,-18.75,-315.87,-304.33,-972.67,22.19,0.06,0.32,1.14,38.62,81.77,,0.0,0.01,-0.06,5.0,8.84,3.0,30.33,10521.07,97081,,,Unmapped,-0.34,Other
384.0,Azad Engineering,1624.55,2080.0,6.46,120.48,23.72,41.11,35.02,28.03,423.23,131.37,76.65,27.14,31.09,12.12,19.89,7.43,40.56,64.8,12.92,19.18,6.02,13.02,136.88,14.03,24.79,,8.83,3.71,0.0,0.0,3.78,-6.95,-55.26,70.99,8.78,-78.09,-268.25,6.38,0.24,0.49,0.54,67.61,59.86,,-5.58,4.25,1.66,6.0,19.59,4.0,79.81,10491.57,187726,544061.0,AZAD,Engineering,-0.22,Other
385.0,Raymond,1568.3,2380.75,6.66,953.9,72.28,76.23,40.6,52.96,3879.59,543.32,318.42,2.85,-25.5,44.5,30.93,15.82,37.81,99.41,30.6,21.75,9.63,1160.33,32.74,2.89,2.69,0.57,0.42,0.39,0.62,4.06,2014.93,533.26,-1041.62,502.3,-6.06,337.23,1684.9,5.11,0.26,0.85,0.94,15.87,43.38,-0.27,0.0,0.26,-0.35,5.0,4.16,3.0,33.15,10440.78,792456,500330.0,RAYMOND,Construction,-0.34,Other
386.0,Zee Entertainmen,108.0,619.35,96.05,1978.8,163.6,251.17,-3.27,-2.49,8279.92,935.8,592.64,-3.49,172.32,2.09,6.26,1.66,3.77,-36.39,4.09,9.93,3.33,5.25,17.49,0.93,1.25,-0.54,0.92,1.28,0.92,67.96,1123.3,714.4,-45.6,-273.6,395.2,605.7,530.1,29.71,0.03,0.64,0.54,7.76,3.77,0.0,0.0,2.78,-2.0,8.0,4.08,3.0,38.15,10373.6,6526658,505537.0,ZEEL,Entertainment / Electronic Media Software,-0.83,Big_drop_AT_HIGH_MARCAP2K
387.0,Vijaya Diagnost.,1006.9,1276.75,10.26,168.98,35.3,28.55,27.35,29.18,663.36,215.42,141.9,29.16,24.08,17.83,19.51,11.75,13.29,8.35,19.73,22.07,13.36,13.84,72.85,14.28,15.58,3.84,6.79,3.87,0.1,8.61,505.91,183.3,-140.68,-44.55,-1.93,98.67,175.76,8.37,0.4,0.6,23.16,37.3,53.91,-0.87,0.0,1.82,-0.9,6.0,17.01,5.0,54.85,10334.5,272954,543350.0,VIJAYA,Healthcare,-0.21,Other
